line	organization	isCheck	year	location	loc_code	env_code	DIS	VSK
SD5051	SDSU	FALSE	2022	Prosper	PRP	PRP_22	NA	52.837
MN17065-2	UMN	FALSE	2022	Prosper	PRP	PRP_22	NA	53.735
MN18081-5	UMN	FALSE	2022	Prosper	PRP	PRP_22	NA	53.486
MN18163-5	UMN	FALSE	2022	Prosper	PRP	PRP_22	NA	34.573
MN18179-4	UMN	FALSE	2022	Prosper	PRP	PRP_22	NA	44.034
MN18292-3	UMN	FALSE	2022	Prosper	PRP	PRP_22	NA	40.29
NDHRS13-0156-C04	NDSU	FALSE	2022	Prosper	PRP	PRP_22	NA	49.568
NDHRS13-0177-0001	NDSU	FALSE	2022	Prosper	PRP	PRP_22	NA	49.553
NDHRS13-0309-B03	NDSU	FALSE	2022	Prosper	PRP	PRP_22	NA	39.003
NDHRS17-0596-B28	NDSU	FALSE	2022	Prosper	PRP	PRP_22	NA	45.365
ND2710	NDSU	TRUE	2022	Prosper	PRP	PRP_22	NA	30.453
BACUP	UMN	TRUE	2022	Prosper	PRP	PRP_22	NA	62.636
WHEATON	UMN	TRUE	2022	Prosper	PRP	PRP_22	NA	62.677
MT21214	MSU	FALSE	2023	Prosper	PRP	PRP_23	NA	23.398
MT21222	MSU	FALSE	2023	Prosper	PRP	PRP_23	NA	22.754
MT21305	MSU	FALSE	2023	Prosper	PRP	PRP_23	NA	16.723
MT21352	MSU	FALSE	2023	Prosper	PRP	PRP_23	NA	15.543
MT21384	MSU	FALSE	2023	Prosper	PRP	PRP_23	NA	14.164
GLENN	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	10.2
NDFROHBERG	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	13.807
NDHRS15-0006-B02	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	15.986
NDHRS15-0006-C29	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	11.52
NDHRS15-0037-C52	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	11.534
NDHRS15-0405-C34	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	14.527
NDHRS16RIL-0190-019	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	19.292
SD5101	SDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	17.935
SD5117	SDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	12.846
SD5127	SDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	11.003
SD5132	SDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	25.825
SD5145	SDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	15.591
SD5159	SDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	9.675
LINKERT	UMN	FALSE	2023	Prosper	PRP	PRP_23	NA	28.808
MN19114-3	UMN	FALSE	2023	Prosper	PRP	PRP_23	NA	15.691
MN19146-4	UMN	FALSE	2023	Prosper	PRP	PRP_23	NA	15.72
MN19257-1	UMN	FALSE	2023	Prosper	PRP	PRP_23	NA	9.871
MN20231-2	UMN	FALSE	2023	Prosper	PRP	PRP_23	NA	16.612
ND-VITPRO	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	9.428
ND828	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	7.412
MT21220	MSU	FALSE	2023	Prosper	PRP	PRP_23	NA	25.416
2398	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	35.986
ND-HERON	NDSU	FALSE	2023	Prosper	PRP	PRP_23	NA	9.865
ALSEN	NDSU	TRUE	2023	Prosper	PRP	PRP_23	NA	17.874
ND2710	NDSU	TRUE	2023	Prosper	PRP	PRP_23	NA	17.508
BACUP	UMN	TRUE	2023	Prosper	PRP	PRP_23	NA	22.285
WHEATON	UMN	TRUE	2023	Prosper	PRP	PRP_23	NA	16.258
AAC_HODGE	AAFC	FALSE	2024	Prosper	PRP	PRP_24	NA	30.07
AAC_SPIKE	AAFC	FALSE	2024	Prosper	PRP	PRP_24	NA	33.7
AAC_WESTKING	AAFC	FALSE	2024	Prosper	PRP	PRP_24	NA	16.93
BW5095	AAFC	FALSE	2024	Prosper	PRP	PRP_24	NA	13.16
HY2136	AAFC	FALSE	2024	Prosper	PRP	PRP_24	NA	42.95
MT21224	MSU	FALSE	2024	Prosper	PRP	PRP_24	NA	30.65
MT22071	MSU	FALSE	2024	Prosper	PRP	PRP_24	NA	53.17
MT22345	MSU	FALSE	2024	Prosper	PRP	PRP_24	NA	24.44
MT22361	MSU	FALSE	2024	Prosper	PRP	PRP_24	NA	51.28
MT23004	MSU	FALSE	2024	Prosper	PRP	PRP_24	NA	54.46
MT23297	MSU	FALSE	2024	Prosper	PRP	PRP_24	NA	30.94
NDHRS18-0069-B077	NDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	35.45
NDHRS18-0105-B080	NDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	19.05
NDHRS18-0178-B057	NDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	17.7
NDHRS18-0180-B101	NDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	10.15
NDHRS18-0261-B234	NDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	22.53
NDHRS19RIL-0121-212-1	NDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	26.6
SD5050	SDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	13.44
SD5153	SDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	15.93
SD5158	SDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	16.55
SD5193	SDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	25.32
SD5195	SDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	17.22
SD5203	SDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	14.53
SD5223	SDSU	FALSE	2024	Prosper	PRP	PRP_24	NA	24.69
MN19342-1	UMN	FALSE	2024	Prosper	PRP	PRP_24	NA	35.13
MN20080-3	UMN	FALSE	2024	Prosper	PRP	PRP_24	NA	18.58
MN20081-2	UMN	FALSE	2024	Prosper	PRP	PRP_24	NA	27.82
MN20171-1	UMN	FALSE	2024	Prosper	PRP	PRP_24	NA	12.47
MN20172-2	UMN	FALSE	2024	Prosper	PRP	PRP_24	NA	14.84
MT21220	MSU	FALSE	2024	Prosper	PRP	PRP_24	NA	40.16
ND2710	NDSU	TRUE	2024	Prosper	PRP	PRP_24	NA	31.74
BACUP	UMN	TRUE	2024	Prosper	PRP	PRP_24	NA	28.99
WHEATON	UMN	TRUE	2024	Prosper	PRP	PRP_24	NA	48.11
MT9354	MSU	FALSE	1995	Prosper	PRP	PRP_95	61	NA
MT9360	MSU	FALSE	1995	Prosper	PRP	PRP_95	53	NA
INGOT	SDSU	FALSE	1995	Prosper	PRP	PRP_95	38	NA
2375	NDSU	TRUE	1995	Prosper	PRP	PRP_95	42	NA
WHEATON	UMN	TRUE	1995	Prosper	PRP	PRP_95	29	NA
ND691	NDSU	FALSE	1997	Prosper	PRP	PRP_97	84.1	30.8
PARSHALL	NDSU	FALSE	1997	Prosper	PRP	PRP_97	87.6	34
MN94346	UMN	FALSE	1997	Prosper	PRP	PRP_97	84.5	32.3
MN95124	UMN	FALSE	1997	Prosper	PRP	PRP_97	85.7	36.5
MN95211	UMN	FALSE	1997	Prosper	PRP	PRP_97	85	40
SCHOLAR	MSU	FALSE	1997	Prosper	PRP	PRP_97	95.4	44.3
MCVEY	UMN	FALSE	1997	Prosper	PRP	PRP_97	70.2	30.5
D87-240	NDSU	FALSE	1997	Prosper	PRP	PRP_97	52.4	36
2375	NDSU	TRUE	1997	Prosper	PRP	PRP_97	95.2	36
ND2710	NDSU	TRUE	1997	Prosper	PRP	PRP_97	42.5	20.3
BACUP	UMN	TRUE	1997	Prosper	PRP	PRP_97	75.4	30.8
WHEATON	UMN	TRUE	1997	Prosper	PRP	PRP_97	93.2	56.5
BRIGGS	SDSU	FALSE	1998	Prosper	PRP	PRP_98	NA	42
SD3345	SDSU	FALSE	1998	Prosper	PRP	PRP_98	NA	22
MN97762	UMN	FALSE	1998	Prosper	PRP	PRP_98	NA	34
MN97847	UMN	FALSE	1998	Prosper	PRP	PRP_98	NA	22
MCVEY	UMN	FALSE	1998	Prosper	PRP	PRP_98	NA	10
ND2891	NDSU	FALSE	1998	Prosper	PRP	PRP_98	NA	5
2375	NDSU	TRUE	1998	Prosper	PRP	PRP_98	NA	58
ND2710	NDSU	TRUE	1998	Prosper	PRP	PRP_98	NA	9
BACUP	UMN	TRUE	1998	Prosper	PRP	PRP_98	NA	17
WHEATON	UMN	TRUE	1998	Prosper	PRP	PRP_98	NA	88
PI182561	SDSU	FALSE	2000	St. Paul	STP	STP_00	8.3	23.3
PI382161	SDSU	FALSE	2000	St. Paul	STP	STP_00	20.7	4.7
PI382167	SDSU	FALSE	2000	St. Paul	STP	STP_00	17.5	8.7
PI81791	SDSU	FALSE	2000	St. Paul	STP	STP_00	14.8	13.7
MN97039	UMN	FALSE	2000	St. Paul	STP	STP_00	17.8	10
MN97561	UMN	FALSE	2000	St. Paul	STP	STP_00	17	15.7
MN98037	UMN	FALSE	2000	St. Paul	STP	STP_00	14.2	8.7
MN98092	UMN	FALSE	2000	St. Paul	STP	STP_00	18	11.3
MN98208	UMN	FALSE	2000	St. Paul	STP	STP_00	11.7	9.3
MN98389	UMN	FALSE	2000	St. Paul	STP	STP_00	11.8	6.7
2375	NDSU	TRUE	2000	St. Paul	STP	STP_00	27	16.3
ND2710	NDSU	TRUE	2000	St. Paul	STP	STP_00	2.8	4
BACUP	UMN	TRUE	2000	St. Paul	STP	STP_00	23.3	11.7
WHEATON	UMN	TRUE	2000	St. Paul	STP	STP_00	82.5	50
PI104131	SDSU	FALSE	2001	St. Paul	STP	STP_01	24.6	6.7
PI185380	SDSU	FALSE	2001	St. Paul	STP	STP_01	68.2	8.7
PI349478	SDSU	FALSE	2001	St. Paul	STP	STP_01	9.8	4.3
PI382140	SDSU	FALSE	2001	St. Paul	STP	STP_01	12.9	8.7
MN99109	UMN	FALSE	2001	St. Paul	STP	STP_01	22.5	6
MN99112	UMN	FALSE	2001	St. Paul	STP	STP_01	10.6	5.7
MN99126	UMN	FALSE	2001	St. Paul	STP	STP_01	23.2	8.7
MN99192	UMN	FALSE	2001	St. Paul	STP	STP_01	8.5	6.7
MN99322	UMN	FALSE	2001	St. Paul	STP	STP_01	12.5	7.3
2375	NDSU	TRUE	2001	St. Paul	STP	STP_01	31.1	22.3
ND2710	NDSU	TRUE	2001	St. Paul	STP	STP_01	13.8	9
BACUP	UMN	TRUE	2001	St. Paul	STP	STP_01	23.5	8
WHEATON	UMN	TRUE	2001	St. Paul	STP	STP_01	76.9	50
PI163429	Argentina	FALSE	2002	St. Paul	STP	STP_02	26	12.3
PI168727	Argentina	FALSE	2002	St. Paul	STP	STP_02	42.6	23.3
PI345731	Argentina	FALSE	2002	St. Paul	STP	STP_02	36.3	17.7
PI185843	Brazil	FALSE	2002	St. Paul	STP	STP_02	17.7	15
PI264940	Greece	FALSE	2002	St. Paul	STP	STP_02	34.3	16.7
SD3533	SDSU	FALSE	2002	St. Paul	STP	STP_02	35.2	53.3
MN00021	UMN	FALSE	2002	St. Paul	STP	STP_02	25.1	12.3
MN00173	UMN	FALSE	2002	St. Paul	STP	STP_02	21.1	15
MN00274	UMN	FALSE	2002	St. Paul	STP	STP_02	4.2	12.7
MN99225	UMN	FALSE	2002	St. Paul	STP	STP_02	14.8	12.3
MN99408	UMN	FALSE	2002	St. Paul	STP	STP_02	18.5	13.3
2375	NDSU	TRUE	2002	St. Paul	STP	STP_02	32.7	17.3
ND2710	NDSU	TRUE	2002	St. Paul	STP	STP_02	7.4	16.3
BACUP	UMN	TRUE	2002	St. Paul	STP	STP_02	18	17.3
WHEATON	UMN	TRUE	2002	St. Paul	STP	STP_02	73.7	66.7
BUCKAUSTRAL	Argentina	FALSE	2003	St. Paul	STP	STP_03	33.3	16
KLEINCONDOR	Argentina	FALSE	2003	St. Paul	STP	STP_03	36.9	30
ARTEMOWSKA	Bulgaria	FALSE	2003	St. Paul	STP	STP_03	38.8	17
ALBIDUM43	Russia	FALSE	2003	St. Paul	STP	STP_03	23.3	9.5
SD3746	SDSU	FALSE	2003	St. Paul	STP	STP_03	31.8	22.7
STEPNJACHKA	Ukraine	FALSE	2003	St. Paul	STP	STP_03	42.4	11.7
MN01116	UMN	FALSE	2003	St. Paul	STP	STP_03	12.7	3.7
MN01180	UMN	FALSE	2003	St. Paul	STP	STP_03	13.8	3
MN01281	UMN	FALSE	2003	St. Paul	STP	STP_03	11.5	5
MN99433-1	UMN	FALSE	2003	St. Paul	STP	STP_03	15.2	7
ND03_1-15	NDSU	FALSE	2003	St. Paul	STP	STP_03	27.4	6
ND03_1-9	NDSU	FALSE	2003	St. Paul	STP	STP_03	32.5	9
2375	NDSU	TRUE	2003	St. Paul	STP	STP_03	24.9	6.3
ND2710	NDSU	TRUE	2003	St. Paul	STP	STP_03	10.4	3.3
BACUP	UMN	TRUE	2003	St. Paul	STP	STP_03	31.6	12.7
WHEATON	UMN	TRUE	2003	St. Paul	STP	STP_03	55.3	51
MN00187-3	UMN	FALSE	2004	St. Paul	STP	STP_04	13.7667	4.66667
MN01164	UMN	FALSE	2004	St. Paul	STP	STP_04	32.0667	4
MN01NIL84-5-5-15	UMN	FALSE	2004	St. Paul	STP	STP_04	27.3	4.66667
MN99220-4	UMN	FALSE	2004	St. Paul	STP	STP_04	21.2	3.66667
MN99341-2-5	UMN	FALSE	2004	St. Paul	STP	STP_04	27.7333	8.33333
ND03_1-15	NDSU	FALSE	2004	St. Paul	STP	STP_04	38.7	10.3333
ND03_1-9	NDSU	FALSE	2004	St. Paul	STP	STP_04	39.2667	7.33333
NDSW0345	NDSU	FALSE	2004	St. Paul	STP	STP_04	72	12.6667
RUGBY	NDSU	TRUE	2004	St. Paul	STP	STP_04	52.2667	14.6667
2375	NDSU	TRUE	2004	St. Paul	STP	STP_04	44.6667	9
ND2710	NDSU	TRUE	2004	St. Paul	STP	STP_04	13.3667	2.66667
BACUP	UMN	TRUE	2004	St. Paul	STP	STP_04	13.9	2.66667
WHEATON	UMN	TRUE	2004	St. Paul	STP	STP_04	74.6667	43.3333
NDSW0350	NDSU	FALSE	2005	St. Paul	STP	STP_05	19.0667	10
MN01057-3-1	UMN	FALSE	2005	St. Paul	STP	STP_05	2.3	2
MN01380-2-1	UMN	FALSE	2005	St. Paul	STP	STP_05	2.7	3.33333
MN02051-1	UMN	FALSE	2005	St. Paul	STP	STP_05	12.9333	4.66667
MN02219-1	UMN	FALSE	2005	St. Paul	STP	STP_05	16.9667	4
MN02306-2	UMN	FALSE	2005	St. Paul	STP	STP_05	2.86667	2
NDSW0345	NDSU	FALSE	2005	St. Paul	STP	STP_05	19.2333	7.33333
RUGBY	NDSU	TRUE	2005	St. Paul	STP	STP_05	16.9667	12
2375	NDSU	TRUE	2005	St. Paul	STP	STP_05	15.9667	7.33333
ND2710	NDSU	TRUE	2005	St. Paul	STP	STP_05	1.26667	3.33333
BACUP	UMN	TRUE	2005	St. Paul	STP	STP_05	8.06667	3.33333
WHEATON	UMN	TRUE	2005	St. Paul	STP	STP_05	28.1667	21.6667
ES101	AAFC	FALSE	2007	St. Paul	STP	STP_07	23	NA
MN03013-3-2	UMN	FALSE	2007	St. Paul	STP	STP_07	7.2	NA
MN03191-2-1	UMN	FALSE	2007	St. Paul	STP	STP_07	11	NA
NDSW0430	NDSU	FALSE	2007	St. Paul	STP	STP_07	5.3	NA
MN00209-3-1	UMN	FALSE	2007	St. Paul	STP	STP_07	3	NA
MN02222-1	UMN	FALSE	2007	St. Paul	STP	STP_07	3	NA
RUGBY	NDSU	TRUE	2007	St. Paul	STP	STP_07	23.8	NA
BRICK	SDSU	FALSE	2007	St. Paul	STP	STP_07	2.6	NA
2375	NDSU	TRUE	2007	St. Paul	STP	STP_07	9.4	NA
ND2710	NDSU	TRUE	2007	St. Paul	STP	STP_07	3.6	NA
BACUP	UMN	TRUE	2007	St. Paul	STP	STP_07	3.8	NA
WHEATON	UMN	TRUE	2007	St. Paul	STP	STP_07	31.1	NA
SD3942	SDSU	FALSE	2008	St. Paul	STP	STP_08	9.06666666666667	17.5
SD4181	SDSU	FALSE	2008	St. Paul	STP	STP_08	2.9	22.5
MN03342-4	UMN	FALSE	2008	St. Paul	STP	STP_08	4.7	18
MN05117-7	UMN	FALSE	2008	St. Paul	STP	STP_08	5.56666666666667	5
MN05149-5	UMN	FALSE	2008	St. Paul	STP	STP_08	4.76666666666667	6
SABIN	UMN	FALSE	2008	St. Paul	STP	STP_08	10.3333333333333	16.5
RUGBY	NDSU	TRUE	2008	St. Paul	STP	STP_08	39.7666666666667	21.5
2375	NDSU	TRUE	2008	St. Paul	STP	STP_08	4.16666666666667	14.5
ND2710	NDSU	TRUE	2008	St. Paul	STP	STP_08	2.46666666666667	41.5
BACUP	UMN	TRUE	2008	St. Paul	STP	STP_08	10.3	23.5
WHEATON	UMN	TRUE	2008	St. Paul	STP	STP_08	41.2333333333333	17.5
FOREFRONT	SDSU	FALSE	2009	St. Paul	STP	STP_09	5.2	8.66666666666667
SD4011	SDSU	FALSE	2009	St. Paul	STP	STP_09	6.66666666666667	8.66666666666667
SD4027	SDSU	FALSE	2009	St. Paul	STP	STP_09	12.7	11
SELECT	SDSU	FALSE	2009	St. Paul	STP	STP_09	15.8666666666667	13
MN05152-1-1	UMN	FALSE	2009	St. Paul	STP	STP_09	7.26666666666667	2.66666666666667
MN06049-1-3	UMN	FALSE	2009	St. Paul	STP	STP_09	6.5	7.33333333333333
MN06202-3-1	UMN	FALSE	2009	St. Paul	STP	STP_09	10.3666666666667	10
MN06213-6-2-4	UMN	FALSE	2009	St. Paul	STP	STP_09	19.1333333333333	4.66666666666667
MN06219-2-2	UMN	FALSE	2009	St. Paul	STP	STP_09	22.1666666666667	7.33333333333333
2375	NDSU	TRUE	2009	St. Paul	STP	STP_09	25	23.3333333333333
ND2710	NDSU	TRUE	2009	St. Paul	STP	STP_09	10.2666666666667	9.33333333333333
BACUP	UMN	TRUE	2009	St. Paul	STP	STP_09	12.6333333333333	9.33333333333333
WHEATON	UMN	TRUE	2009	St. Paul	STP	STP_09	84.2	65
MT09SCAB16	MSU	FALSE	2010	St. Paul	STP	STP_10	36	8
MT09SCAB3	MSU	FALSE	2010	St. Paul	STP	STP_10	33.6	15
MT09SCAB5	MSU	FALSE	2010	St. Paul	STP	STP_10	22.2	25
MT09SCAB9	MSU	FALSE	2010	St. Paul	STP	STP_10	24.3	8
FN09-17017	SDSU	FALSE	2010	St. Paul	STP	STP_10	14.6	2
FN09-17210	SDSU	FALSE	2010	St. Paul	STP	STP_10	28.9	10
FN09-17213	SDSU	FALSE	2010	St. Paul	STP	STP_10	35.7	8
FN09-17270	SDSU	FALSE	2010	St. Paul	STP	STP_10	36.5	20
FN09-17275	SDSU	FALSE	2010	St. Paul	STP	STP_10	19.1	2
MN06216-6-2-4	UMN	FALSE	2010	St. Paul	STP	STP_10	19.7	2
MN07049-7-3	UMN	FALSE	2010	St. Paul	STP	STP_10	21.5	4
MN07183-3	UMN	FALSE	2010	St. Paul	STP	STP_10	28.9	6
BW928	AAFC	FALSE	2010	St. Paul	STP	STP_10	29	6
ALSEN	NDSU	TRUE	2010	St. Paul	STP	STP_10	10	6
2375	NDSU	TRUE	2010	St. Paul	STP	STP_10	11.9	8
ND2710	NDSU	TRUE	2010	St. Paul	STP	STP_10	12	4
BACUP	UMN	TRUE	2010	St. Paul	STP	STP_10	34.7	7
WHEATON	UMN	TRUE	2010	St. Paul	STP	STP_10	40.2	35
10EXP13-16	NDSU	FALSE	2011	St. Paul	STP	STP_11	29.3	12
10EXP13-24	NDSU	FALSE	2011	St. Paul	STP	STP_11	15.9333	7.33333
10EXP13-44	NDSU	FALSE	2011	St. Paul	STP	STP_11	31.9333	16.6667
10EXP13-87	NDSU	FALSE	2011	St. Paul	STP	STP_11	18.3	15.6667
10EXPSW13-19	NDSU	FALSE	2011	St. Paul	STP	STP_11	51.6	19.6667
10EXPSW13-28	NDSU	FALSE	2011	St. Paul	STP	STP_11	32.5	13
10EXPSW13-9	NDSU	FALSE	2011	St. Paul	STP	STP_11	40.3667	10
SD4313	SDSU	FALSE	2011	St. Paul	STP	STP_11	20.7333	15.6667
SD4331	SDSU	FALSE	2011	St. Paul	STP	STP_11	25.3	17.6667
SD4337	SDSU	FALSE	2011	St. Paul	STP	STP_11	22.3	7.33333
SD4338	SDSU	FALSE	2011	St. Paul	STP	STP_11	18.6667	8
SD4343	SDSU	FALSE	2011	St. Paul	STP	STP_11	6.3	4.66667
MN07057-6-4	UMN	FALSE	2011	St. Paul	STP	STP_11	35.3333	15
MN07167W-2-1	UMN	FALSE	2011	St. Paul	STP	STP_11	27.9	9.33333
MN09023	UMN	FALSE	2011	St. Paul	STP	STP_11	29.8333	8
MN09092	UMN	FALSE	2011	St. Paul	STP	STP_11	12	9.66667
X00009-16	UMN	FALSE	2011	St. Paul	STP	STP_11	22.9333	8
BW928	AAFC	FALSE	2011	St. Paul	STP	STP_11	12	14
ALSEN	NDSU	TRUE	2011	St. Paul	STP	STP_11	14.9667	6.66667
2375	NDSU	TRUE	2011	St. Paul	STP	STP_11	28.7667	11
ND2710	NDSU	TRUE	2011	St. Paul	STP	STP_11	11.6333	9.33333
BACUP	UMN	TRUE	2011	St. Paul	STP	STP_11	33.05	9.33333
WHEATON	UMN	TRUE	2011	St. Paul	STP	STP_11	78.45	86.6667
11EXP13-105	NDSU	FALSE	2012	St. Paul	STP	STP_12	11.9333333333333	9.33333333333333
11EXP13-107	NDSU	FALSE	2012	St. Paul	STP	STP_12	15.7666666666667	5.33333333333333
11EXP13-43	NDSU	FALSE	2012	St. Paul	STP	STP_12	15.4	8.66666666666667
11EXP13-65	NDSU	FALSE	2012	St. Paul	STP	STP_12	16.9333333333333	14.6666666666667
11EXP13-78	NDSU	FALSE	2012	St. Paul	STP	STP_12	10.2666666666667	6.66666666666667
SD4361	SDSU	FALSE	2012	St. Paul	STP	STP_12	21.6666666666667	6.66666666666667
SD4366	SDSU	FALSE	2012	St. Paul	STP	STP_12	14.2	6
SD4388	SDSU	FALSE	2012	St. Paul	STP	STP_12	16.5	5.33333333333333
SD4394	SDSU	FALSE	2012	St. Paul	STP	STP_12	18.5333333333333	6
SD4397	SDSU	FALSE	2012	St. Paul	STP	STP_12	8.03333333333333	5.33333333333333
MN08166	UMN	FALSE	2012	St. Paul	STP	STP_12	7.43333333333333	4.66666666666667
MN08173	UMN	FALSE	2012	St. Paul	STP	STP_12	21.7333333333333	6
MN09027	UMN	FALSE	2012	St. Paul	STP	STP_12	12.4333333333333	5.33333333333333
MN09071	UMN	FALSE	2012	St. Paul	STP	STP_12	19.6	5.33333333333333
MN09121	UMN	FALSE	2012	St. Paul	STP	STP_12	12.1666666666667	7.33333333333333
BW928	AAFC	FALSE	2012	St. Paul	STP	STP_12	14.7	10.3333333333333
ALSEN	NDSU	TRUE	2012	St. Paul	STP	STP_12	18.5666666666667	7.33333333333333
2375	NDSU	TRUE	2012	St. Paul	STP	STP_12	13.7333333333333	8.66666666666667
ND2710	NDSU	TRUE	2012	St. Paul	STP	STP_12	4.06666666666667	3.33333333333333
BACUP	UMN	TRUE	2012	St. Paul	STP	STP_12	17.1	6.33333333333333
WHEATON	UMN	TRUE	2012	St. Paul	STP	STP_12	50.1833333333333	35.8333333333333
SD4487	SDSU	FALSE	2013	St. Paul	STP	STP_13	50.3667	12.5
SD4518	SDSU	FALSE	2013	St. Paul	STP	STP_13	15.5333	12.5
SD4536	SDSU	FALSE	2013	St. Paul	STP	STP_13	10.3	6
SD4541	SDSU	FALSE	2013	St. Paul	STP	STP_13	25.7333	8
SD4544	SDSU	FALSE	2013	St. Paul	STP	STP_13	15.5	14
MN09157	UMN	FALSE	2013	St. Paul	STP	STP_13	9.8	2
MN10055	UMN	FALSE	2013	St. Paul	STP	STP_13	18.6	5
MN10285	UMN	FALSE	2013	St. Paul	STP	STP_13	6.7	2
MN10362	UMN	FALSE	2013	St. Paul	STP	STP_13	3.9	3
MN10368	UMN	FALSE	2013	St. Paul	STP	STP_13	15.7	3
12-14-147	NDSU	FALSE	2013	St. Paul	STP	STP_13	14.6333	10
12-14-158	NDSU	FALSE	2013	St. Paul	STP	STP_13	19.4333	4
12-14-172	NDSU	FALSE	2013	St. Paul	STP	STP_13	5.56667	10
12-14-97	NDSU	FALSE	2013	St. Paul	STP	STP_13	37.6667	12
ALSEN	NDSU	TRUE	2013	St. Paul	STP	STP_13	23.5333	6
2375	NDSU	TRUE	2013	St. Paul	STP	STP_13	20	12.5
ND2710	NDSU	TRUE	2013	St. Paul	STP	STP_13	5.43333	4
BACUP	UMN	TRUE	2013	St. Paul	STP	STP_13	4.3	2.5
WHEATON	UMN	TRUE	2013	St. Paul	STP	STP_13	62.85	70
SD4504	SDSU	FALSE	2014	St. Paul	STP	STP_14	4.6	7
SD4508	SDSU	FALSE	2014	St. Paul	STP	STP_14	8.53333	8
SD4510	SDSU	FALSE	2014	St. Paul	STP	STP_14	4.73333	7
SD4514	SDSU	FALSE	2014	St. Paul	STP	STP_14	6.9	4
SD4546	SDSU	FALSE	2014	St. Paul	STP	STP_14	9.13333	6
MN10021	UMN	FALSE	2014	St. Paul	STP	STP_14	3.23333	4
MN10388	UMN	FALSE	2014	St. Paul	STP	STP_14	2.8	3
MN11074	UMN	FALSE	2014	St. Paul	STP	STP_14	3.5	2
MN11397-1	UMN	FALSE	2014	St. Paul	STP	STP_14	3.36667	2
MN11405	UMN	FALSE	2014	St. Paul	STP	STP_14	3.7	3
12-14-147	NDSU	FALSE	2014	St. Paul	STP	STP_14	10.5	7
12-14-158	NDSU	FALSE	2014	St. Paul	STP	STP_14	16.8333	7
12-14-172	NDSU	FALSE	2014	St. Paul	STP	STP_14	5.7	7
12-14-97	NDSU	FALSE	2014	St. Paul	STP	STP_14	12.6667	9
ALSEN	NDSU	TRUE	2014	St. Paul	STP	STP_14	4.63333	3
2375	NDSU	TRUE	2014	St. Paul	STP	STP_14	13.8	8
ND2710	NDSU	TRUE	2014	St. Paul	STP	STP_14	4.83333	4
BACUP	UMN	TRUE	2014	St. Paul	STP	STP_14	3.93333	3
WHEATON	UMN	TRUE	2014	St. Paul	STP	STP_14	39.9333	20.5
14-13-106	NDSU	FALSE	2015	St. Paul	STP	STP_15	31.8	11
14-13-135	NDSU	FALSE	2015	St. Paul	STP	STP_15	8.2	5
14-13-14	NDSU	FALSE	2015	St. Paul	STP	STP_15	35.9333333333333	16
14-13-21	NDSU	FALSE	2015	St. Paul	STP	STP_15	8.7	4
14-13-97	NDSU	FALSE	2015	St. Paul	STP	STP_15	28.6666666666667	13.5
SD4559	SDSU	FALSE	2015	St. Paul	STP	STP_15	9.16666666666667	5
SD4582	SDSU	FALSE	2015	St. Paul	STP	STP_15	8.4	2.5
SD4595	SDSU	FALSE	2015	St. Paul	STP	STP_15	12.4333333333333	12
SD4605	SDSU	FALSE	2015	St. Paul	STP	STP_15	18.3333333333333	7
SD4607	SDSU	FALSE	2015	St. Paul	STP	STP_15	8.06666666666667	9
MN11326-3	UMN	FALSE	2015	St. Paul	STP	STP_15	14.6333333333333	7
MN12265-1	UMN	FALSE	2015	St. Paul	STP	STP_15	19.8666666666667	10.5
MN12307-3	UMN	FALSE	2015	St. Paul	STP	STP_15	20.9666666666667	10
MN12423-5	UMN	FALSE	2015	St. Paul	STP	STP_15	13.0333333333333	4
MN12545-3	UMN	FALSE	2015	St. Paul	STP	STP_15	11.3	5
ALSEN	NDSU	TRUE	2015	St. Paul	STP	STP_15	21.8	7
2375	NDSU	TRUE	2015	St. Paul	STP	STP_15	24.0333333333333	13.5
